id,address_state,application_type,emp_length,emp_title,grade,home_ownership,loan_status,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,last_credit_pull_date,last_payment_date,next_payment_date,original_issue_date
789064,OK,INDIVIDUAL,"5 years",Convergys,C,RENT,"Fully Paid",992893,car,C3," 36 months","Not Verified",86095,0.1146,136.7,0.1399,4000,28,4381,2021-05-16,2021-12-04,2021-12-05,2021-11-06
1038481,CA,INDIVIDUAL,"7 years","ECC Capital Corporation",C,RENT,"Fully Paid",1268402,car,C1," 36 months","Not Verified",150000,0.1691,339.31,0.1349,10000,28,12204,2021-10-14,2021-10-14,2021-11-14,2021-11-11
535161,AZ,INDIVIDUAL,"4 years","City of Tempe",C,RENT,"Fully Paid",691548,car,C4," 36 months","Not Verified",42000,0.138,164.87,0.1435,4800,15,5373,2021-12-06,2021-12-03,2021-12-04,2021-10-06
587088,FL,INDIVIDUAL,"1 year","Global Quality Trade",D,RENT,"Fully Paid",754183,car,D2," 36 months","Not Verified",28800,0.1108,58.24,0.1521,1675,8,2097,2021-10-13,2021-10-13,2021-11-13,2021-10-09
349588,MD,INDIVIDUAL,"1 year","The Security Title Guarantee Corporation",D,RENT,"Fully Paid",351284,car,D2," 36 months","Not Verified",32000,0.0476,201.94,0.1292,6000,7,7024,2021-04-15,2021-10-03,2021-10-04,2021-08-06
635164,WA,INDIVIDUAL,"2 years","The Polyclinic",D,RENT,"Fully Paid",813659,car,D1," 36 months","Not Verified",60000,0.0974,82.14,0.1409,2400,12,2674,2021-11-12,2021-11-12,2022-11-01,2021-10-12
483058,CA,INDIVIDUAL,"3 years","Law Offices of Sandy Lipkin",D,RENT,"Fully Paid",614622,car,D2," 36 months","Not Verified",90000,0.176,259.85,0.1496,7500,38,9355,2021-05-16,2021-02-13,2021-03-13,2021-10-02
390078,TX,INDIVIDUAL,"7 years","Linebarger Goggan Blair & Sampson",D,RENT,"Fully Paid",424810,car,D2," 36 months","Not Verified",73500,0.1843,207.87,0.1496,6000,26,7372,2021-05-16,2021-12-01,2021-12-02,2021-09-10
486673,NY,INDIVIDUAL,"< 1 year","Credit Suisse AG",D,RENT,"Fully Paid",620261,car,D1," 36 months","Not Verified",75000,0.0186,199.9,0.1459,5800,5,7197,2021-04-16,2021-03-13,2021-04-13,2021-10-02
431288,CT,INDIVIDUAL,"1 year","American Institute for Foreign Studies",D,RENT,"Fully Paid",511819,car,D2," 36 months","Not Verified",36500,0.1858,297.95,0.1496,8600,10,10690,2021-05-16,2021-12-04,2021-12-05,2021-09-08
882183,TX,INDIVIDUAL,"2 years","Austin Home Base Community School",D,RENT,"Fully Paid",1097347,car,D1," 36 months","Not Verified",22200,0.1259,88.26,0.1629,2500,5,3192,2021-10-14,2021-10-14,2021-11-14,2021-11-09
513720,HI,INDIVIDUAL,"5 years","Straub Clinic & Hospital",D,RENT,"Fully Paid",663828,car,D1," 36 months","Not Verified",38918.4,0.0839,275.72,0.1459,8000,10,9716,2021-05-16,2021-12-07,2021-12-08,2021-10-05
445214,MN,INDIVIDUAL,"1 year","Jimmy John's",D,RENT,"Fully Paid",543556,car,D3," 36 months","Not Verified",15000,0.068,97.49,0.1531,2800,12,2905,2021-12-11,2021-10-01,2021-10-02,2021-09-09
390098,NY,INDIVIDUAL,"2 years","Kevin Leong",D,RENT,"Fully Paid",424846,car,D4," 36 months","Not Verified",43004,0.127,190.81,0.1505,5500,24,5816,2021-11-08,2021-09-12,2022-09-01,2021-09-04
599106,OH,INDIVIDUAL,"5 years","Ohio Public Employees Retirement System",D,RENT,"Fully Paid",768919,car,D3," 36 months","Not Verified",47360,0.0537,157.28,0.1558,4500,16,5650,2021-07-13,2021-07-13,2021-08-13,2021-10-10
477572,CA,INDIVIDUAL,"7 years","Sutter health. Eden/Alta bates",E,RENT,"Fully Paid",605844,car,E3," 36 months","Not Verified",48000,0.0492,267.56,0.1704,7500,4,9262,2021-11-12,2021-12-01,2021-12-02,2021-10-01
488326,LA,INDIVIDUAL,"9 years","Batten and Shaw, Inc.",E,RENT,"Fully Paid",622716,car,E1," 36 months","Not Verified",70200,0.2021,636.8,0.1645,18000,13,22925,2021-05-16,2021-03-13,2021-04-13,2021-10-03
487036,IL,INDIVIDUAL,"2 years",NourishLife,E,RENT,"Fully Paid",620789,car,E3," 36 months","Not Verified",30000,0.2229,185.89,0.1719,5200,27,6692,2021-08-14,2021-03-13,2021-04-13,2021-10-02
489925,PA,INDIVIDUAL,"3 years","barley creek",F,RENT,"Fully Paid",625341,car,F1," 36 months","Not Verified",14400,0,90.76,0.183,2500,3,3267,2021-07-14,2021-03-13,2021-04-13,2021-10-03
483865,FL,INDIVIDUAL,"5 years","American Medic of Charlotte Co.",D,RENT,"Fully Paid",615829,car,D1," 36 months","Not Verified",36000,0.189,121.49,0.1459,3525,22,4389,2021-12-15,2021-03-13,2021-04-13,2021-10-02
380683,VA,INDIVIDUAL,"10+ years",SAIC,E,RENT,"Fully Paid",408375,car,E3," 36 months","Not Verified",144000,0.0435,176.57,0.1632,5000,15,6356,2021-11-15,2021-12-03,2021-12-04,2021-09-02
553891,CA,INDIVIDUAL,"10+ years","Oceans Eleven Casino",C,RENT,"Fully Paid",713608,car,C5," 36 months","Not Verified",36000,0.072,207.18,0.1472,6000,10,7458,2021-02-16,2021-08-13,2021-09-13,2021-10-07
539419,GA,INDIVIDUAL,"6 years","Elite line Services",A,MORTGAGE,"Fully Paid",696564,car,A4," 36 months","Not Verified",51500,0.1456,124.45,0.0751,4000,23,4480,2021-07-13,2021-07-13,2021-08-13,2021-10-07
418586,OR,INDIVIDUAL,"7 years","DCS, Inc",A,MORTGAGE,"Fully Paid",488611,car,A5," 36 months","Not Verified",36500,0.0033,102.71,0.0963,3200,10,3625,2021-11-06,2021-11-06,2021-11-07,2021-09-06
689589,SC,INDIVIDUAL,"7 years","Restoration Heat& Air",B,MORTGAGE,"Fully Paid",879897,car,B1," 36 months","Not Verified",28800,0.0771,269.59,0.0963,8400,12,9705,2021-10-15,2021-03-14,2021-04-14,2021-11-03
741017,WA,INDIVIDUAL,"5 years","City Of Seattle",B,MORTGAGE,"Fully Paid",938819,car,B4," 36 months","Not Verified",81120,0.1843,171.46,0.1149,5200,16,5880,2021-05-16,2021-12-10,2021-12-11,2021-11-04
851356,NC,INDIVIDUAL,"7 years","Waste Industries",B,MORTGAGE,"Fully Paid",1063271,car,B2," 36 months","Not Verified",54000,0.1649,179,0.1059,5500,13,6444,2021-08-14,2021-09-14,2021-10-14,2021-11-08
797490,NY,INDIVIDUAL,"7 years",ppc,B,MORTGAGE,"Fully Paid",1002476,car,B3," 36 months","Not Verified",64800,0.1502,183.32,0.1099,5600,20,6583,2021-03-14,2021-03-14,2021-04-14,2021-11-07
748384,NY,INDIVIDUAL,"2 years","Dept. of Social Services",B,MORTGAGE,"Fully Paid",947424,car,B4," 36 months","Not Verified",40000,0.141,164.86,0.1149,5000,20,5817,2021-07-14,2021-05-13,2021-06-13,2021-11-05
1048070,GA,INDIVIDUAL,"10+ years","Tanner Medical Center",C,MORTGAGE,"Fully Paid",1279208,car,C1," 36 months","Not Verified",70000,0.1517,101.8,0.1349,3000,23,3664,2021-03-16,2021-12-14,2022-01-14,2021-11-12
390205,MO,INDIVIDUAL,"3 years","Infinite Systems Services Incorporated",C,MORTGAGE,"Fully Paid",423034,car,C3," 36 months","Not Verified",40000,0.0966,303.94,0.1316,9000,15,10941,2021-09-14,2021-12-04,2021-12-05,2021-09-04
670357,TX,INDIVIDUAL,"4 years","Northrop Grumman",C,MORTGAGE,"Fully Paid",857007,car,C2," 36 months","Not Verified",72000,0.1542,70.82,0.1306,2100,20,2523,2021-05-16,2021-06-13,2021-07-13,2021-11-02
604027,NY,INDIVIDUAL,"4 years","Self Employed",C,MORTGAGE,"Fully Paid",775015,car,C4," 36 months","Not Verified",225000,0.0538,101.59,0.1335,3000,16,3513,2021-07-14,2021-12-07,2021-12-08,2021-10-10
796759,TX,INDIVIDUAL,"10+ years","clayton williams energy",B,OWN,"Fully Paid",1001638,car,B1," 36 months","Not Verified",55600,0,283.91,0.0999,8800,26,10221,2021-06-15,2021-07-14,2021-08-14,2021-11-06
634508,GA,INDIVIDUAL,"2 years",Flightline,B,OWN,"Fully Paid",812849,car,B5," 36 months","Not Verified",70000,0.1797,72.99,0.1036,2250,16,2536,2021-02-16,2021-12-08,2021-12-09,2021-10-12
781920,NV,INDIVIDUAL,"7 years","Royalty Limousines",B,RENT,"Fully Paid",984845,car,B2," 36 months","Not Verified",48000,0.188,183.71,0.1114,5600,20,6478,2021-07-13,2021-07-13,2021-08-13,2021-11-06
596397,FL,INDIVIDUAL,"6 years","sorrell dev",C,RENT,"Fully Paid",765611,car,C5," 36 months","Not Verified",40000,0.1824,173.62,0.1372,5100,30,6251,2021-11-13,2021-11-13,2021-12-13,2021-10-10
387827,MI,INDIVIDUAL,"1 year","SMG Search",A,MORTGAGE,"Charged Off",420926,car,A1," 36 months","Source Verified",65004,0.0277,248.37,0.0737,8000,31,1982,2021-05-16,2021-09-12,2022-09-01,2021-09-04
791037,MT,INDIVIDUAL,"3 years","Liquid Gold Well Service",A,MORTGAGE,"Charged Off",995287,car,A4," 36 months","Source Verified",78644,0.275,183.5,0.0749,5900,37,6448,2021-11-14,2021-06-14,2021-07-14,2021-11-06
844853,OH,INDIVIDUAL,"< 1 year",Wal-Mart,A,MORTGAGE,"Charged Off",1055952,car,A2," 36 months","Source Verified",39660,0.1165,136.88,0.0599,4500,30,958,2021-05-16,2021-12-03,2021-12-04,2021-11-08
1010030,NY,INDIVIDUAL,"< 1 year","Five Guys",A,MORTGAGE,"Charged Off",1236819,car,A3," 36 months","Source Verified",47000,0.2252,118.23,0.0751,3800,41,1061,2021-12-08,2021-12-08,2021-12-09,2021-11-11
785219,NM,INDIVIDUAL,"1 year","Alliance Audio Visual",B,MORTGAGE,"Charged Off",988495,car,B2," 36 months","Source Verified",42000,0.1091,146.46,0.1059,4500,12,3186,2021-09-13,2021-04-13,2021-05-13,2021-11-06
695726,TX,INDIVIDUAL,"5 years",WALMART,A,RENT,"Charged Off",886842,car,A3," 36 months","Source Verified",30000,0.1892,111.03,0.0692,3600,7,2210,2021-03-15,2021-12-11,2021-12-12,2021-11-03
580618,FL,INDIVIDUAL,"5 years","Walt Disney World Resorts",B,RENT,"Charged Off",746376,car,B3," 36 months","Source Verified",27600,0.1535,98.39,0.1112,3000,5,2720,2021-05-13,2021-01-13,2021-02-13,2021-10-09
1025163,MD,INDIVIDUAL,"7 years","Marriott International",B,RENT,"Charged Off",1250948,car,B3," 36 months","Source Verified",42494,0.1065,529.22,0.1171,16000,9,12130,2021-02-14,2021-09-13,2021-10-13,2021-11-11
722089,CA,INDIVIDUAL,"< 1 year","lotus marketing group",B,RENT,"Charged Off",916871,car,B2," 36 months","Source Verified",14400,0.1592,141.17,0.1,4375,4,879,2021-12-02,2021-11-09,2021-11-10,2021-11-04
1044140,PA,INDIVIDUAL,"< 1 year","REC Solar",B,RENT,"Charged Off",1274483,car,B2," 36 months","Source Verified",42816,0.0188,260.59,0.1065,8000,8,4451,2021-09-13,2021-04-13,2021-05-13,2021-11-12
1007073,FL,INDIVIDUAL,"< 1 year",Sprint,B,RENT,"Charged Off",1233435,car,B3," 36 months","Source Verified",31700,0.0201,238.15,0.1171,7200,5,4932,2021-12-13,2021-09-13,2021-10-13,2021-11-11
976502,CA,INDIVIDUAL,"1 year","Merritt's Ace Hardware",B,RENT,"Charged Off",1199242,car,B3," 36 months","Source Verified",18000,0.2043,181.92,0.1171,5500,7,1709,2021-11-14,2021-12-06,2021-12-07,2021-11-10
592535,MA,INDIVIDUAL,"10+ years","Whitman Financial Services",C,RENT,"Charged Off",760997,car,C1," 36 months","Source Verified",29040,0.0308,60.85,0.1323,1800,24,495,2021-11-12,2021-11-08,2021-11-09,2021-10-10
749019,KY,INDIVIDUAL,"10+ years","Jackson Independent School System",C,RENT,"Charged Off",948165,car,C5," 36 months","Source Verified",45314,0.223,104.34,0.1523,3000,22,3306,2021-04-14,2021-01-14,2021-02-14,2021-11-05
835523,VA,INDIVIDUAL,"7 years","Home Depot",C,RENT,"Charged Off",1045471,car,C4," 36 months","Source Verified",31400,0.1896,103.69,0.1479,3000,16,517,2021-04-16,2021-12-01,2021-12-02,2021-11-08
406643,IL,INDIVIDUAL,"10+ years","Standard Courier",C,RENT,"Charged Off",454633,car,C2," 36 months","Source Verified",30000,0.0208,188.27,0.1284,5600,5,2815,2021-11-01,2021-10-08,2021-10-09,2021-09-06
568568,CA,INDIVIDUAL,"4 years","Betts Express",D,RENT,"Charged Off",731438,car,D2," 36 months","Source Verified",36000,0.0743,173.85,0.1521,5000,16,3824,2021-05-16,2021-12-07,2021-12-08,2021-10-08
846077,MD,INDIVIDUAL,"< 1 year","ICF International",D,RENT,"Charged Off",1057404,car,D2," 36 months","Source Verified",46000,0.1156,175.77,0.1599,5000,7,4801,2021-03-14,2021-10-13,2021-11-13,2021-11-08
968798,AR,INDIVIDUAL,"10+ years","Area Agency on Aging",B,MORTGAGE,"Charged Off",1189788,car,B2," 36 months","Source Verified",31000,0.2059,78.18,0.1065,2400,14,1278,2021-02-13,2021-12-09,2021-12-10,2021-11-09
804949,VA,INDIVIDUAL,"< 1 year",Millercoors,B,MORTGAGE,"Charged Off",1010890,car,B3," 36 months","Source Verified",65964,0.2059,41.74,0.1099,1275,35,1329,2021-11-13,2021-08-13,2021-09-13,2021-11-07
820981,TX,INDIVIDUAL,"1 year","Keller ISD",A,MORTGAGE,"Fully Paid",1029234,car,A1," 36 months","Source Verified",46000,0.1672,90.48,0.0542,3000,34,3014,2021-11-09,2021-11-09,2021-11-10,2021-11-07
708178,TX,INDIVIDUAL,"1 year","RPi Electric",A,MORTGAGE,"Fully Paid",900645,car,A2," 36 months","Source Verified",75000,0.149,272.95,0.0579,9000,20,9826,2021-04-14,2021-04-14,2021-05-14,2021-11-03
696205,FL,INDIVIDUAL,"10+ years","LOCKHEED MARTIN CORPORATION",A,MORTGAGE,"Fully Paid",887348,car,A1," 36 months","Source Verified",126000,0.0674,286.52,0.0542,9500,16,10315,2021-03-14,2021-03-14,2021-04-14,2021-11-03
835597,IL,INDIVIDUAL,"10+ years","RF Technologies",A,MORTGAGE,"Fully Paid",1045560,car,A1," 36 months","Source Verified",22000,0.2416,241.28,0.0542,8000,11,8686,2021-08-14,2021-08-14,2021-09-14,2021-11-08
670625,CA,INDIVIDUAL,"10+ years","A.L.Ayala Roofing co.inc.",A,MORTGAGE,"Fully Paid",857335,car,A1," 36 months","Source Verified",69900,0.0436,152.31,0.0542,5050,26,5429,2021-03-13,2021-03-13,2021-04-13,2021-11-02
994697,NM,INDIVIDUAL,"10+ years",self,A,MORTGAGE,"Fully Paid",1219346,car,A1," 36 months","Source Verified",240000,0.1631,365.23,0.0603,12000,29,13148,2021-10-14,2021-11-14,2021-12-14,2021-11-10
974058,NY,INDIVIDUAL,"10+ years","con edison",A,MORTGAGE,"Fully Paid",1196316,car,A1," 36 months","Source Verified",90000,0.0708,182.62,0.0603,6000,22,6574,2021-10-14,2021-10-14,2021-11-14,2021-11-10
979863,MO,INDIVIDUAL,"10+ years",Ericsson,A,MORTGAGE,"Fully Paid",1203021,car,A1," 36 months","Source Verified",100000,0.1122,231.32,0.0603,7600,38,7639,2021-11-12,2021-11-11,2021-11-12,2021-11-10
873939,PA,INDIVIDUAL,"10+ years","Leggette, Brashears & Graham, Inc.",A,MORTGAGE,"Fully Paid",1088327,car,A1," 36 months","Source Verified",98400,0.0672,45.24,0.0542,1500,27,1629,2021-09-14,2021-09-14,2021-10-14,2021-11-09
1047667,NJ,INDIVIDUAL,"10+ years","Bourough of Butler",A,MORTGAGE,"Fully Paid",1278767,car,A1," 36 months","Source Verified",86400,0.0732,243.49,0.0603,8000,53,8753,2021-02-15,2021-08-14,2021-09-14,2021-11-12
815207,NC,INDIVIDUAL,"10+ years","Raleigh-Durham Airport Authority",A,MORTGAGE,"Fully Paid",1022811,car,A2," 36 months","Source Verified",40000,0.0204,456.27,0.0599,15000,19,16425,2021-07-14,2021-08-14,2021-09-14,2021-11-07
768076,NY,INDIVIDUAL,"10+ years","Hackley School",A,MORTGAGE,"Fully Paid",969289,car,A2," 36 months","Source Verified",87600,0.1667,91.26,0.0599,3000,55,3245,2021-05-13,2021-05-13,2021-06-13,2021-11-05
970810,PA,INDIVIDUAL,"10+ years","Ezee car wash",A,MORTGAGE,"Fully Paid",1192296,car,A3," 36 months","Source Verified",49200,0.05,149.34,0.0751,4800,6,5376,2021-10-14,2021-10-14,2021-11-14,2021-11-10
723733,FL,INDIVIDUAL,"10+ years","Costco Wholesale",A,MORTGAGE,"Fully Paid",918757,car,A4," 36 months","Source Verified",94128,0.1943,136.45,0.0729,4400,25,4912,2021-04-14,2021-05-14,2021-06-14,2021-11-04
643501,CT,INDIVIDUAL,"10+ years","Housing Authority of CityNew Britain",A,MORTGAGE,"Fully Paid",819057,car,A4," 36 months","Source Verified",88000,0.2482,116.54,0.0654,3800,55,4195,2021-01-14,2021-01-14,2021-02-14,2021-11-01
966246,TX,INDIVIDUAL,"10+ years","CITY OF RUNAWAY BAY",A,MORTGAGE,"Fully Paid",1187115,car,A5," 36 months","Source Verified",62400,0.1144,127.02,0.089,4000,26,4532,2021-01-14,2021-01-14,2021-02-14,2021-11-09
1009373,CO,INDIVIDUAL,"2 years",AgnetSolid,A,MORTGAGE,"Fully Paid",1235893,car,A1," 36 months","Source Verified",67200,0.1534,304.36,0.0603,10000,16,10957,2021-11-14,2021-11-14,2021-12-14,2021-11-11
1043030,TX,INDIVIDUAL,"2 years","Amphora, Inc.",A,MORTGAGE,"Fully Paid",1273525,car,A2," 36 months","Source Verified",249999.96,0.0465,767.6,0.0662,25000,23,26422,2021-12-12,2021-12-12,2022-12-01,2021-11-12
496217,GA,INDIVIDUAL,"2 years","iLumen, Inc.",A,MORTGAGE,"Fully Paid",635775,car,A4," 36 months","Source Verified",45996,0.0765,195.99,0.0751,6300,17,7056,2021-04-13,2021-04-13,2021-05-13,2021-10-04
660042,VA,INDIVIDUAL,"3 years","Colonial Heights City Schools",A,MORTGAGE,"Fully Paid",844184,car,A2," 36 months","Source Verified",55000,0.041,97.05,0.0579,3200,14,3494,2021-05-16,2021-03-14,2021-04-14,2021-11-02
609322,CA,INDIVIDUAL,"3 years","JBL Professional",A,MORTGAGE,"Fully Paid",781571,car,A4," 36 months","Source Verified",42000,0.0374,246.11,0.0654,11000,9,8824,2021-05-16,2021-04-13,2021-05-13,2021-10-11
745105,NJ,INDIVIDUAL,"3 years",CableVision,A,MORTGAGE,"Fully Paid",943643,car,A4," 36 months","Source Verified",150600,0.1215,74.65,0.0749,2400,34,2687,2021-05-14,2021-05-14,2021-06-14,2021-11-05
679353,IL,INDIVIDUAL,"4 years","University of Chicago",A,MORTGAGE,"Fully Paid",867842,car,A2," 36 months","Source Verified",198171.96,0.1474,151.64,0.0579,5000,32,5459,2021-03-14,2021-03-14,2021-04-14,2021-11-02
882067,NC,INDIVIDUAL,"6 years","Bank of America",A,MORTGAGE,"Fully Paid",1097226,car,A2," 36 months","Source Verified",72000,0.1907,300.9,0.0662,9800,24,10774,2021-02-14,2021-01-14,2021-02-14,2021-11-09
692011,TX,INDIVIDUAL,"6 years","Twin Distributing, Inc",A,MORTGAGE,"Fully Paid",882637,car,A3," 36 months","Source Verified",51000,0.0647,203.55,0.0692,6600,20,7328,2021-05-16,2021-03-14,2021-04-14,2021-11-03
786353,AZ,INDIVIDUAL,"6 years","Global Parcel Service",A,MORTGAGE,"Fully Paid",989733,car,A4," 36 months","Source Verified",144000,0.1082,155.51,0.0749,5000,16,5598,2021-07-14,2021-07-14,2021-08-14,2021-11-06
887914,WA,INDIVIDUAL,"7 years","okanogan co pud",A,MORTGAGE,"Fully Paid",1104183,car,A1," 36 months","Source Verified",72000,0.0127,197.84,0.0603,6500,26,7116,2021-05-16,2021-07-14,2021-08-14,2021-11-09
874826,CA,INDIVIDUAL,"7 years","United States District Court",A,MORTGAGE,"Fully Paid",1089326,car,A1," 36 months","Source Verified",62000,0.1711,361.92,0.0542,12000,20,12350,2021-04-16,2021-12-04,2021-12-05,2021-11-09
800471,GA,INDIVIDUAL,"7 years","Equifax Inc",A,MORTGAGE,"Fully Paid",1005809,car,A1," 36 months","Source Verified",172000,0.0106,361.92,0.0542,12000,34,12786,2021-02-13,2021-02-13,2021-03-13,2021-11-07
615055,GA,INDIVIDUAL,"8 years","Walton County Public School",A,MORTGAGE,"Fully Paid",788684,car,A1," 36 months","Source Verified",48000,0.0445,156.84,0.0542,5200,22,5367,2021-11-10,2021-11-10,2021-11-11,2021-10-11
725675,OH,INDIVIDUAL,"8 years","Ingram Insurance Agency",A,MORTGAGE,"Fully Paid",920962,car,A1," 36 months","Source Verified",54000,0.2084,90.48,0.0542,3000,19,3027,2021-11-06,2021-11-06,2021-11-07,2021-11-04
691491,AR,INDIVIDUAL,"9 years","Controlled Automation",A,MORTGAGE,"Fully Paid",882073,car,A5," 36 months","Source Verified",90000,0.1223,448.99,0.0766,14400,19,15533,2021-12-07,2021-12-06,2021-12-07,2021-11-03
988457,KY,INDIVIDUAL,"< 1 year","AAR Airlift",A,MORTGAGE,"Fully Paid",1212690,car,A2," 36 months","Source Verified",180000,0.1116,184.23,0.0662,6000,18,6632,2021-11-14,2021-11-14,2021-12-14,2021-11-10
784893,LA,INDIVIDUAL,"< 1 year","Merchants & Farmers Bank",A,MORTGAGE,"Fully Paid",988146,car,A4," 36 months","Source Verified",28800,0.1546,186.61,0.0749,6000,15,6695,2021-01-16,2021-01-14,2021-02-14,2021-11-06
986766,TX,INDIVIDUAL,"< 1 year",Mckesson,A,MORTGAGE,"Fully Paid",1210745,car,A4," 36 months","Source Verified",60000,0.1056,125.17,0.079,4000,25,4213,2021-01-16,2021-12-07,2021-12-08,2021-11-10
1006430,PA,INDIVIDUAL,"< 1 year","RAFFERTY SUBARU",A,MORTGAGE,"Fully Paid",1232855,car,A4," 36 months","Source Verified",96000,0.0019,93.88,0.079,3000,14,3376,2021-08-14,2021-08-14,2021-09-14,2021-11-11
628865,AR,INDIVIDUAL,"1 year","U.S. Air Force",A,MORTGAGE,"Fully Paid",805748,car,A3," 36 months","Source Verified",54000,0.1529,183,0.0617,6000,23,6359,2021-04-16,2021-12-02,2021-12-03,2021-10-12
878161,NC,INDIVIDUAL,"10+ years","O T Plus, Inc",A,MORTGAGE,"Fully Paid",1092979,car,A1," 36 months","Source Verified",240000,0.0575,165.88,0.0542,5500,38,5596,2021-12-01,2021-12-01,2021-12-02,2021-11-09
641920,AZ,INDIVIDUAL,"10+ years","Indian Health Services",A,MORTGAGE,"Fully Paid",821679,car,A2," 36 months","Source Verified",52500,0.2448,212.29,0.0579,7000,29,7577,2021-10-14,2021-05-13,2021-06-13,2021-11-01
767265,OH,INDIVIDUAL,"10+ years","Kiwiplan Inc",A,MORTGAGE,"Fully Paid",968324,car,A3," 36 months","Source Verified",113676,0.2298,222.29,0.0699,7200,30,8002,2021-05-16,2021-06-14,2021-07-14,2021-11-05
436358,MD,INDIVIDUAL,"10+ years","D&R Electric",A,MORTGAGE,"Fully Paid",522162,car,A5," 36 months","Source Verified",75000,0.0285,311.37,0.0894,9800,25,11209,2021-12-09,2021-12-09,2021-12-10,2021-09-09
626737,IL,INDIVIDUAL,"3 years","Chicago Franchise Systems",A,MORTGAGE,"Fully Paid",803117,car,A3," 36 months","Source Verified",136000,0.02,152.5,0.0617,5000,18,5491,2021-12-13,2021-12-13,2022-01-13,2021-10-12
884684,IL,INDIVIDUAL,"5 years",NULL,A,MORTGAGE,"Fully Paid",1100141,car,A1," 36 months","Source Verified",70000,0.113,213.05,0.0603,7000,47,7205,2021-12-12,2021-01-13,2021-02-13,2021-11-09
841213,CA,INDIVIDUAL,"5 years","ICF International",A,MORTGAGE,"Fully Paid",1051745,car,A3," 36 months","Source Verified",60000,0.1938,77.19,0.0699,2500,31,2778,2021-11-15,2021-08-14,2021-09-14,2021-11-08
702373,CT,INDIVIDUAL,"6 years","Town of Mansfield",A,MORTGAGE,"Fully Paid",894224,car,A1," 36 months","Source Verified",54000,0.0467,144.77,0.0542,4800,32,5136,2021-02-13,2021-01-13,2021-02-13,2021-11-03
767254,MO,INDIVIDUAL,"6 years","Ferguson-Florissant School District",A,MORTGAGE,"Fully Paid",968312,car,A2," 36 months","Source Verified",40000,0.0888,127.76,0.0599,4200,14,4599,2021-06-14,2021-06-14,2021-07-14,2021-11-06
746563,IL,INDIVIDUAL,"6 years","Central States Funds",A,MORTGAGE,"Fully Paid",945346,car,A2," 36 months","Source Verified",53329,0.0459,250.95,0.0599,8250,35,8504,2021-12-02,2021-12-02,2021-12-03,2021-11-05
665020,NY,INDIVIDUAL,"6 years","Benfield Lighting Inc.",A,MORTGAGE,"Fully Paid",850287,car,A3," 36 months","Source Verified",180000,0.1083,262.15,0.0692,8500,38,9438,2021-02-14,2021-02-14,2021-03-14,2021-11-02
755205,OK,INDIVIDUAL,"7 years","Housing Authority of the City of Tulsa",A,MORTGAGE,"Fully Paid",954999,car,A2," 36 months","Source Verified",84000,0.2006,85.93,0.0599,2825,32,3007,2021-05-14,2021-12-10,2021-12-11,2021-11-05
576680,NJ,INDIVIDUAL,"8 years","First Republic bank",A,MORTGAGE,"Fully Paid",741642,car,A5," 36 months","Source Verified",125000,0.0752,531.78,0.0788,17000,21,19141,2021-05-16,2021-08-13,2021-09-13,2021-10-09
852640,MO,INDIVIDUAL,"< 1 year",USDA,A,MORTGAGE,"Fully Paid",1064747,car,A3," 36 months","Source Verified",72252,0.0877,246.99,0.0699,8000,31,8724,2021-04-16,2021-05-13,2021-06-13,2021-11-08
856057,TX,INDIVIDUAL,"< 1 year","Palm Valley Church",A,MORTGAGE,"Fully Paid",1068362,car,A4," 36 months","Source Verified",51000,0.0395,217.72,0.0749,7000,25,7817,2021-04-14,2021-04-14,2021-05-14,2021-11-08
974992,IL,INDIVIDUAL,"1 year","Home Depot",A,MORTGAGE,"Fully Paid",1197085,car,A3," 36 months","Source Verified",38880,0.0278,295.56,0.0751,9500,11,10035,2021-12-09,2021-12-09,2021-12-10,2021-11-10
812474,AZ,INDIVIDUAL,"1 year","Lumension Security",A,MORTGAGE,"Fully Paid",1019616,car,A3," 36 months","Source Verified",141000,0.0795,239.27,0.0699,8000,43,8613,2021-05-16,2021-08-14,2021-09-14,2021-11-07
887713,MA,INDIVIDUAL,"10+ years","pelican products",A,MORTGAGE,"Fully Paid",1103858,car,A2," 36 months","Source Verified",45600,0.1292,214.93,0.0662,7000,22,7737,2021-04-15,2021-11-14,2021-12-14,2021-11-11
444950,MO,INDIVIDUAL,"10+ years","Master Pitching Machine",A,MORTGAGE,"Fully Paid",543058,car,A3," 36 months","Source Verified",75000,0.229,187.32,0.0774,6000,34,6743,2021-05-16,2021-12-10,2021-12-11,2021-09-10
717861,MO,INDIVIDUAL,"3 years",Examinetics,A,MORTGAGE,"Fully Paid",911999,car,A2," 36 months","Source Verified",30000,0.044,115.25,0.0579,3800,29,4047,2021-05-14,2021-12-10,2021-12-11,2021-11-04
741800,SC,INDIVIDUAL,"4 years",Marshalls,A,MORTGAGE,"Fully Paid",939795,car,A3," 36 months","Source Verified",48000,0.0063,154.37,0.0699,5000,22,5557,2021-05-14,2021-05-14,2021-06-14,2021-11-05
775231,GA,INDIVIDUAL,"4 years","Federal Aviation Administration",A,MORTGAGE,"Fully Paid",977470,car,A4," 36 months","Source Verified",65000,0.1937,62.21,0.0749,2000,33,2239,2021-03-16,2021-06-14,2021-07-14,2021-11-06
